0, 0.26132009587956506
10, 0.21815208675166678
20, 0.18606633158263564
30, 0.1773256073649323
40, 0.1726807851085776
50, 0.16689686878244522
60, 0.160072164107304
70, 0.15304761772052225
80, 0.14652800647616765
90, 0.1409214414768964
100, 0.13632087310233154
110, 0.13260772530286602
120, 0.12959193964984544
130, 0.1270952714168847
140, 0.12497603325054844
150, 0.12312873790934567
160, 0.12147794651114538
170, 0.11997150412317985
180, 0.1185743295711118
190, 0.11726335741580929
200, 0.1160237688725203
